epoch,train_loss,train_ap,train_auc,val_loss,val_ap,val_auc,test_loss,test_ap,test_auc,train_wall_s,epoch_wall_s,cumulative_train_wall_s,cumulative_epoch_wall_s
1,0.35917330389719754,0.9149405692865563,0.9193080285183594,0.3919633082815052,0.9044985353529176,0.9073610533521721,0.37474169981541094,0.9131304473652748,0.9145397218073635,1411.4242153167725,1960.5869953632355,1411.4242153167725,1960.5869953632355
2,0.33366104907434807,0.9256998944093493,0.9305657305100608,0.38598532851823825,0.9047136831700833,0.9079362884941259,0.3607219763637818,0.9138815435686273,0.9158671997585424,1395.4746119976044,1943.6663935184479,2806.898827314377,3904.2533888816833
3,0.3191644809893207,0.9290467989857406,0.9359510977153933,0.4145652393551217,0.9039546490690008,0.9052377058068974,0.38467646236963493,0.91308664188786,0.9137061534300162,1392.2639994621277,1939.5645160675049,4199.1628267765045,5843.817904949188
4,0.3043601990266285,0.9319178719301345,0.9405271102519975,0.4818132599604498,0.9015460548952531,0.9015310372823834,0.45106593925774713,0.9114529546206123,0.9104818301812392,1397.6080391407013,1945.2501056194305,5596.770865917206,7789.068010568619
5,0.2915820545503327,0.9339960090026913,0.9438238371928719,0.5531708620104593,0.9002287702343464,0.8999574510687948,0.5226400841987625,0.9104169828637714,0.9092929026365055,1398.9551734924316,1945.8375475406647,6995.726039409637,9734.905558109283
